t,field,value,color,status,reason,raw
177.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
177.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=22.0, grade_display=0.0}"
177.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
178.0,SPEED,4.6,AMBER,OK,below_reference,"{reference_kmh=11.46621621621621, age_s=0.0}"
178.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
178.0,HR,106,NEUTRAL,OK,hr_present,{age_s=0.0}
178.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
178.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=23.0, grade_display=0.0}"
178.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
179.0,SPEED,4.0,AMBER,OK,below_reference,"{reference_kmh=11.41610738255033, age_s=0.0}"
179.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
179.0,HR,105,NEUTRAL,OK,hr_present,{age_s=0.0}
179.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
179.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=24.0, grade_display=0.0}"
179.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
